,Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,y,y_pred1
7140,2017,koraput,groundnut,autumn,263,26,683,1.43,1.1362885
7141,2018,koraput,groundnut,autumn,270,28,1836,1.55,1.1574477
7142,2019,koraput,groundnut,autumn,276,27,1313,1.41,1.506143
7143,2020,koraput,groundnut,autumn,275,26,1334,1.49,1.5308489
7144,2021,koraput,groundnut,autumn,274,25,866,1.7,1.5293381
7145,2022,koraput,groundnut,autumn,279,26,2080,1.77,1.7141016
7147,2004,koraput,groundnut,summer,40,23,2,0.95,1.080206
7148,2005,koraput,groundnut,summer,41,27,182,0.72,1.0851207
7149,2006,koraput,groundnut,summer,43,29,154,0.87,1.1041952
7150,2007,koraput,groundnut,summer,39,30,87,1.73,1.0918517
7151,2008,koraput,groundnut,summer,38,29,206,0.76,1.0997788
7152,2009,koraput,groundnut,summer,37,30,75,0.72,1.0919322
7153,2010,koraput,groundnut,summer,36,28,273,0.81,1.0854038
7154,2011,koraput,groundnut,summer,42,29,155,1.59,1.146276
7155,2012,koraput,groundnut,summer,45,28,329,0.83,1.1779577
7156,2013,koraput,groundnut,summer,40,27,193,1.3,1.3755134
7158,2015,koraput,groundnut,summer,41,29,90,1.45,1.3450029
7159,2016,koraput,groundnut,summer,41,29,62,2.04,1.4286165
7160,2017,koraput,groundnut,summer,43,30,280,1.68,1.491846
7161,2018,koraput,groundnut,summer,44,28,160,1.68,1.479262
7162,2019,koraput,groundnut,summer,45.8,29,227,1.5,1.872419
7163,2020,koraput,groundnut,summer,49,28,226,1.72,1.8328649
7164,2021,koraput,groundnut,summer,43,28,269,1.71,1.8658903
7165,2022,koraput,groundnut,summer,42,29,170,1.56,1.7641584
7167,2004,koraput,groundnut,winter,13,20,7,0.9,0.9201742
7168,2005,koraput,groundnut,winter,12,22,54,0.81,0.9497999
7169,2006,koraput,groundnut,winter,11,21,6,0.93,0.93577695
7170,2007,koraput,groundnut,winter,10,20,92,1.09,1.0031677
7171,2008,koraput,groundnut,winter,14,21,35,0.87,0.9682068
7172,2009,koraput,groundnut,winter,15,20,35,0.75,0.992158
7173,2010,koraput,groundnut,winter,14,19,132,1.1,1.0187166
7174,2011,koraput,groundnut,winter,13,18,65,0.99,1.0400093
7175,2012,koraput,groundnut,winter,13,18,144,1.1,1.1039162
7176,2013,koraput,groundnut,winter,12,19,197,1.4,1.2380885
7177,2014,koraput,groundnut,winter,16,20,7,1.16,1.1404172
7178,2015,koraput,groundnut,winter,15,20,439,1.35,1.1985114
7179,2016,koraput,groundnut,winter,12,21,437,1.39,1.3658459
7180,2017,koraput,groundnut,winter,14,21,1224,1.36,1.361859
7181,2018,koraput,groundnut,winter,13,22,1614,1.47,1.3766574
7182,2019,koraput,groundnut,winter,12,20,976,1.61,1.7133428
7183,2020,koraput,groundnut,winter,13,19,1637,1.56,1.6943086
7184,2021,koraput,groundnut,winter,10,18,721,1.46,1.6003679
7185,2022,koraput,groundnut,winter,12,20,772,1.61,1.7797476
7387,2004,koraput,moong(green-gram),summer,40,23,6,0.67,0.3670392
7388,2005,koraput,moong(green-gram),summer,41,27,241,0.31,0.3488954
7389,2006,koraput,moong(green-gram),summer,43,29,164,0.09,0.33331615
7390,2007,koraput,moong(green-gram),summer,39,30,50,0.24,0.3251771
7392,2009,koraput,moong(green-gram),summer,37,30,77,0.2,0.30880877
7393,2010,koraput,moong(green-gram),summer,36,28,71,0.32,0.31379697
7394,2011,koraput,moong(green-gram),summer,42,29,96,0.48,0.35013992
7395,2012,koraput,moong(green-gram),summer,45,28,466,0.69,0.42951941
7396,2013,koraput,moong(green-gram),summer,40,27,582,1.01,0.40451086
7397,2014,koraput,moong(green-gram),summer,42,28,87,0.58,0.4243285
7398,2015,koraput,moong(green-gram),summer,41,29,145,0.48,0.36848795
7399,2016,koraput,moong(green-gram),summer,41,29,365,0.32,0.42094558
7400,2017,koraput,moong(green-gram),summer,43,30,751,0.47,0.4225547
7401,2018,koraput,moong(green-gram),summer,44,28,166,0.34,0.41205904
7402,2019,koraput,moong(green-gram),summer,45.8,29,105,0.38,0.4173663
7403,2020,koraput,moong(green-gram),summer,49,28,84,0.33,0.4091384
7404,2021,koraput,moong(green-gram),summer,43,28,650,0.33,0.40234917
7405,2022,koraput,moong(green-gram),summer,42,29,145,0.29,0.33248705
7407,2004,koraput,moong(green-gram),winter,13,20,3,0.5,0.26600906
7408,2005,koraput,moong(green-gram),winter,12,22,64,0.25,0.23408045
7409,2006,koraput,moong(green-gram),winter,11,21,68,0.17,0.22011037
7410,2007,koraput,moong(green-gram),winter,10,20,17,0.22,0.2514425
7411,2008,koraput,moong(green-gram),winter,14,21,2,0.4,0.2926542
7412,2009,koraput,moong(green-gram),winter,15,20,12,0.38,0.2606918
7413,2010,koraput,moong(green-gram),winter,14,19,46,0.47,0.28761
7414,2011,koraput,moong(green-gram),winter,13,18,28,0.34,0.29056
7415,2012,koraput,moong(green-gram),winter,13,18,40,0.47,0.3418714
7416,2013,koraput,moong(green-gram),winter,12,19,45,0.46,0.33818448
7417,2014,koraput,moong(green-gram),winter,16,20,1,0.4,0.3514196
7419,2016,koraput,moong(green-gram),winter,12,21,64,0.55,0.37619647
7420,2017,koraput,moong(green-gram),winter,14,21,34,0.35,0.3698037
7421,2018,koraput,moong(green-gram),winter,13,22,158,0.31,0.37176335
7422,2019,koraput,moong(green-gram),winter,12,20,67,0.35,0.32889408
7423,2020,koraput,moong(green-gram),winter,13,19,176,0.28,0.33091363
7424,2021,koraput,moong(green-gram),winter,10,18,234,0.34,0.31300467
7425,2022,koraput,moong(green-gram),winter,12,20,220,0.29,0.34259087
7447,2004,koraput,rice,autumn,270,28,26000,0.92,0.8902687
7448,2005,koraput,rice,autumn,285,26,27000,0.85,0.9651728
7449,2006,koraput,rice,autumn,265,26,24000,1.13,0.9623022
7450,2007,koraput,rice,autumn,270,25,25000,1.2,1.0040711
7451,2008,koraput,rice,autumn,271,26,24000,0.96,0.9693274
7452,2009,koraput,rice,autumn,272,28,23000,0.78,0.96185243
7453,2010,koraput,rice,autumn,274,27,29000,1.21,0.97274035
7454,2011,koraput,rice,autumn,275.5,25,24000,0.92,0.9806049
7455,2012,koraput,rice,autumn,278,26,23000,1.22,1.3041067
7456,2013,koraput,rice,autumn,269,25,23000,1.39,1.3786348
7457,2014,koraput,rice,autumn,268,26,20000,1.15,1.3904498
7458,2015,koraput,rice,autumn,265,25,13000,1,1.2311659
7459,2016,koraput,rice,autumn,264,25,11800,1.36,1.4730873
7460,2017,koraput,rice,autumn,263,26,12110,1.52,1.4053187
7461,2018,koraput,rice,autumn,270,28,11210,0.92,1.38202
7462,2019,koraput,rice,autumn,276,27,11810,2.21,1.7814949
7463,2020,koraput,rice,autumn,275,26,13090,2.44,1.8235053
7464,2021,koraput,rice,autumn,274,25,16786,2,1.8299493
7465,2022,koraput,rice,autumn,279,26,15520,2.36,2.2287912
7467,2004,koraput,rice,summer,40,23,18000,1.94,1.8028802
7468,2005,koraput,rice,summer,41,27,17000,2.35,1.8770323
7469,2006,koraput,rice,summer,43,29,18000,1.83,1.8816677
7470,2007,koraput,rice,summer,39,30,19000,1.95,1.8577602
7471,2008,koraput,rice,summer,38,29,16000,2.25,1.8398572
7472,2009,koraput,rice,summer,37,30,9000,1.89,1.8249203
7473,2010,koraput,rice,summer,36,28,20000,2.05,1.8022591
7474,2011,koraput,rice,summer,42,29,13000,2.38,1.8637743
7475,2012,koraput,rice,summer,45,28,208000,0.16,0.67137873
7476,2013,koraput,rice,summer,40,27,21000,2.67,2.4108033
7477,2014,koraput,rice,summer,42,28,25000,2.44,2.4293845
7478,2015,koraput,rice,summer,41,29,25000,2.56,2.286087
7479,2016,koraput,rice,summer,41,29,26470,2.85,2.7486835
7480,2017,koraput,rice,summer,43,30,23570,2.8,2.6887007
7481,2018,koraput,rice,summer,44,28,28090,2.95,2.6928642
7482,2019,koraput,rice,summer,45.8,29,27570,2.97,2.9827664
7483,2020,koraput,rice,summer,49,28,23990,2.75,3.0086985
7484,2021,koraput,rice,summer,43,28,29037,3.04,3.0350428
7485,2022,koraput,rice,summer,42,29,28100,3.14,3.0948975
7487,2004,koraput,rice,winter,13,20,88000,1.7,1.6537625
7488,2005,koraput,rice,winter,12,22,94000,1.7,1.649356
7489,2006,koraput,rice,winter,11,21,90000,1.79,1.7299873
7490,2007,koraput,rice,winter,10,20,86000,2.07,1.835705
7491,2008,koraput,rice,winter,14,21,91000,1.65,1.6916305
7492,2009,koraput,rice,winter,15,20,85000,1.42,1.7688466
7493,2010,koraput,rice,winter,14,19,85000,2.05,1.7688466
7494,2011,koraput,rice,winter,13,18,81000,1.47,1.6255361
7495,2012,koraput,rice,winter,13,18,80000,2.25,1.9779259
7496,2013,koraput,rice,winter,12,19,89000,3,2.4451299
7497,2014,koraput,rice,winter,16,20,90000,2.12,2.2919621
7498,2015,koraput,rice,winter,15,20,84000,1.94,2.054265
7499,2016,koraput,rice,winter,12,21,86720,2.59,2.305985
7500,2017,koraput,rice,winter,14,21,88440,2.3,2.215181
7501,2018,koraput,rice,winter,13,22,93000,2.74,2.2252388
7502,2019,koraput,rice,winter,12,20,86250,2.94,2.6966157
7503,2020,koraput,rice,winter,13,19,93840,2.99,2.7059598
7504,2021,koraput,rice,winter,10,18,85922,3.02,2.6243525
7505,2022,koraput,rice,winter,12,20,88880,3.32,2.9585934
7527,2004,malkangiri,groundnut,summer,25,28,5662,1.61,1.6766782
7528,2005,malkangiri,groundnut,summer,21,27,834,2,1.8414147
7529,2006,malkangiri,groundnut,summer,20,29,1568,1.93,1.9496616
7530,2007,malkangiri,groundnut,summer,30,26,1639,2.16,2.0468028
7531,2008,malkangiri,groundnut,summer,25,28,3856,1.91,1.9665647
7532,2009,malkangiri,groundnut,summer,17,30,1316,2.05,2.0322757
7533,2010,malkangiri,groundnut,summer,28,28,2106,2.15,2.1196058
7534,2011,malkangiri,groundnut,summer,20,29,1838,1.77,2.1400857
7535,2012,malkangiri,groundnut,summer,16,32,3716,2.48,2.289898
7536,2013,malkangiri,groundnut,summer,22,30,3360,2.38,2.630733
7537,2014,malkangiri,groundnut,summer,21,31,2045,2.33,2.3945503
7538,2015,malkangiri,groundnut,summer,23,30,2090,2.46,2.4763763
7539,2016,malkangiri,groundnut,summer,20,29,626,3.25,3.0783036
7540,2017,malkangiri,groundnut,summer,20,28,989,3.05,2.9100528
7541,2018,malkangiri,groundnut,summer,26,30,607,2.93,2.9316986
7542,2019,malkangiri,groundnut,summer,26,31,4456,4.1,3.6029904
7543,2020,malkangiri,groundnut,summer,29,30,4578,4.45,3.519127
7544,2021,malkangiri,groundnut,summer,25,31,4651,3.71,3.595839
7545,2022,malkangiri,groundnut,summer,26,30,3460,3.77,3.677117
7547,2004,malkangiri,groundnut,winter,8.25,20,113,1.58,1.5514263
7548,2005,malkangiri,groundnut,winter,9,22,669,1.56,1.6589869
7549,2006,malkangiri,groundnut,winter,9.2,21,195,1.69,1.5887057
7550,2007,malkangiri,groundnut,winter,10,23,236,1.9,1.6878783
7551,2008,malkangiri,groundnut,winter,12,20,152,1.74,1.6822232
7552,2009,malkangiri,groundnut,winter,13,20,387,1.82,1.7519015
7553,2010,malkangiri,groundnut,winter,8,19,66,2.06,1.8750921
7554,2011,malkangiri,groundnut,winter,8,20,78,1.21,1.8448792
7555,2012,malkangiri,groundnut,winter,9,20,186,2.02,1.8488591
7556,2013,malkangiri,groundnut,winter,10,21,315,2.16,2.011534
7557,2014,malkangiri,groundnut,winter,12,20,57,1.84,1.944216
7558,2015,malkangiri,groundnut,winter,13,20,65,1.9,1.9167061
7559,2016,malkangiri,groundnut,winter,12,21,72,2.02,2.759737
7560,2017,malkangiri,groundnut,winter,8,22,5,2.7,2.3511577
7561,2018,malkangiri,groundnut,winter,7,23,1,1.8,1.789013
7562,2019,malkangiri,groundnut,winter,9,21,56,2.72,2.61017
7563,2020,malkangiri,groundnut,winter,8,22,90,1.76,1.8745235
7707,2004,malkangiri,moong(green-gram),summer,25,28,4,0.08,0.23338747
7708,2005,malkangiri,moong(green-gram),summer,21,27,130,0.2,0.19830833
7709,2006,malkangiri,moong(green-gram),summer,20,29,3,0.17,0.25894135
7710,2007,malkangiri,moong(green-gram),summer,30,26,54,0.14,0.21050757
7711,2008,malkangiri,moong(green-gram),summer,25,28,178,0.13,0.21380176
7712,2009,malkangiri,moong(green-gram),summer,17,30,1,0.2,0.2209542
7713,2010,malkangiri,moong(green-gram),summer,28,28,192,0.14,0.23886375
7714,2011,malkangiri,moong(green-gram),summer,20,29,252,0.3,0.24858351
7715,2012,malkangiri,moong(green-gram),summer,16,32,6,0.2,0.4305859
7716,2013,malkangiri,moong(green-gram),summer,22,30,15,0.25,0.35246685
7717,2014,malkangiri,moong(green-gram),summer,21,31,12,0.15,0.47420174
7718,2015,malkangiri,moong(green-gram),summer,23,30,35,0.24,0.34624997
7719,2016,malkangiri,moong(green-gram),summer,20,29,24,0.86,0.36211443
7720,2017,malkangiri,moong(green-gram),summer,20,28,154,0.39,0.3494551
7721,2018,malkangiri,moong(green-gram),summer,26,30,23,0.32,0.4004067
7722,2019,malkangiri,moong(green-gram),summer,26,31,33,0.73,0.51564854
7723,2020,malkangiri,moong(green-gram),summer,29,30,52,0.28,0.32754892
7724,2021,malkangiri,moong(green-gram),summer,25,31,61,0.25,0.41698745
7727,2004,malkangiri,moong(green-gram),winter,8.25,20,12,0.14,0.14027497
7728,2005,malkangiri,moong(green-gram),winter,9,22,82,0.19,0.16206299
7729,2006,malkangiri,moong(green-gram),winter,9.2,21,250,0.2,0.17663346
7730,2007,malkangiri,moong(green-gram),winter,10,23,178,0.17,0.1794784
7731,2008,malkangiri,moong(green-gram),winter,12,20,225,0.14,0.17382324
7732,2009,malkangiri,moong(green-gram),winter,13,20,88,0.23,0.1794964
7733,2010,malkangiri,moong(green-gram),winter,8,19,158,0.23,0.21766403
7734,2011,malkangiri,moong(green-gram),winter,8,20,113,0.12,0.19534855
7735,2012,malkangiri,moong(green-gram),winter,9,20,100,0.22,0.2618348
7736,2013,malkangiri,moong(green-gram),winter,10,21,97,0.26,0.2953919
7737,2014,malkangiri,moong(green-gram),winter,12,20,104,0.24,0.26267862
7738,2015,malkangiri,moong(green-gram),winter,13,20,52,0.23,0.22371604
7739,2016,malkangiri,moong(green-gram),winter,12,21,60,0.32,0.30438298
7740,2017,malkangiri,moong(green-gram),winter,8,22,18,0.26,0.29752588
7741,2018,malkangiri,moong(green-gram),winter,7,23,93,0.24,0.30745134
7742,2019,malkangiri,moong(green-gram),winter,9,21,147,0.36,0.31240582
7743,2020,malkangiri,moong(green-gram),winter,8,22,418,0.32,0.3994704
7744,2021,malkangiri,moong(green-gram),winter,10,21,339,0.33,0.41014725
7745,2022,malkangiri,moong(green-gram),winter,8,20,348,0.45,0.527835
7771,2008,malkangiri,moong(green-gram),summer,25,28,1000,2,1.8362613
7773,2010,malkangiri,moong(green-gram),summer,28,28,2000,2,1.8276768
7775,2012,malkangiri,moong(green-gram),summer,16,32,178000,0.02,0.027005875
7776,2013,malkangiri,moong(green-gram),summer,22,30,1000,3,2.46486
7777,2014,malkangiri,moong(green-gram),summer,21,31,1000,2,2.1625292
7778,2015,malkangiri,moong(green-gram),summer,23,30,3000,2.33,2.327348
7779,2016,malkangiri,moong(green-gram),summer,20,29,110,2,0.3681316
7780,2017,malkangiri,moong(green-gram),summer,20,28,2220,1.73,1.7447429
7781,2018,malkangiri,moong(green-gram),summer,26,30,410,2.07,1.9520955
7782,2019,malkangiri,moong(green-gram),summer,26,31,680,1.79,1.9861776
7783,2020,malkangiri,moong(green-gram),summer,29,30,940,2.28,2.3810186
7784,2021,malkangiri,moong(green-gram),summer,25,31,812,2.29,2.4041715
7785,2022,malkangiri,moong(green-gram),summer,26,30,270,2.52,2.2429364
7787,2004,malkangiri,moong(green-gram),winter,8.25,20,73000,1.49,1.3892822
7788,2005,malkangiri,moong(green-gram),winter,9,22,83000,1.4,1.4010665
7789,2006,malkangiri,moong(green-gram),winter,9.2,21,76000,1.45,0.73403513
7790,2007,malkangiri,moong(green-gram),winter,10,23,77000,1.64,0.7532684
7791,2008,malkangiri,moong(green-gram),winter,12,20,83000,1.22,1.3707324
7792,2009,malkangiri,moong(green-gram),winter,13,20,81000,1.23,0.66032654
7793,2010,malkangiri,moong(green-gram),winter,8,19,83000,2.2,1.9297391
7794,2011,malkangiri,moong(green-gram),winter,8,20,82000,0.59,0.7423464
7795,2012,malkangiri,moong(green-gram),winter,9,20,85000,1.99,1.7952008
7796,2013,malkangiri,moong(green-gram),winter,10,21,89000,1.82,1.9789196
7797,2014,malkangiri,moong(green-gram),winter,12,20,93000,1.77,1.7255554
7798,2015,malkangiri,moong(green-gram),winter,13,20,86000,1.4,1.5108379
7799,2016,malkangiri,moong(green-gram),winter,12,21,89690,2.02,1.94413
7800,2017,malkangiri,moong(green-gram),winter,8,22,90010,1.83,1.9192721
7801,2018,malkangiri,moong(green-gram),winter,7,23,83610,2.02,2.0787187
7802,2019,malkangiri,moong(green-gram),winter,9,21,91450,2.33,2.5450785
7803,2020,malkangiri,moong(green-gram),winter,8,22,78140,2.63,2.5287633
7804,2021,malkangiri,moong(green-gram),winter,10,21,103200,2.59,2.5005403
7805,2022,malkangiri,moong(green-gram),winter,8,20,116320,2.83,1.8283557
7807,2004,mayurbhanj,groundnut,autumn,268,30,99,0.69,0.67774636
7808,2005,mayurbhanj,groundnut,autumn,269,29,106,0.66,0.67164385
7809,2006,mayurbhanj,groundnut,autumn,270,29,114,0.5,0.6592039
7810,2007,mayurbhanj,groundnut,autumn,271,29,124,0.57,0.662957
7811,2008,mayurbhanj,groundnut,autumn,272,27,11,0.34,0.60505235
7812,2009,mayurbhanj,groundnut,autumn,273,28,74,0.59,0.6978736
7813,2010,mayurbhanj,groundnut,autumn,271,29,6,0.3,0.75029093
7814,2011,mayurbhanj,groundnut,autumn,270,29,8,0.73,0.75711644
7815,2012,mayurbhanj,groundnut,autumn,269,28,41,0.95,0.869484
7816,2013,mayurbhanj,groundnut,autumn,268,27,23,0.6,0.8817754
7817,2014,mayurbhanj,groundnut,autumn,265,26,9,0.92,0.93442535
7819,2016,mayurbhanj,groundnut,autumn,263,30,137,0.75,1.0631398
7820,2017,mayurbhanj,groundnut,autumn,262,30,47,0.85,0.9723577
7823,2020,mayurbhanj,groundnut,autumn,268,30,9,1.27,1.2925863
7824,2021,mayurbhanj,groundnut,autumn,289,28,13,1.98,1.3411562
7825,2022,mayurbhanj,groundnut,autumn,267,29,14,1.79,1.7231876
7827,2004,mayurbhanj,groundnut,summer,52,27,3608,1.11,1.1712689
7828,2005,mayurbhanj,groundnut,summer,53,29,3866,1.18,1.1486939
7829,2006,mayurbhanj,groundnut,summer,51,30,2065,1.26,1.2286451
7830,2007,mayurbhanj,groundnut,summer,50,31,3852,1.21,1.2342151
7831,2008,mayurbhanj,groundnut,summer,49,31,2676,1.09,1.1957746
7832,2009,mayurbhanj,groundnut,summer,48,29,2481,1,1.2090944
7833,2010,mayurbhanj,groundnut,summer,55,28,1433,1.39,1.1137908
7834,2011,mayurbhanj,groundnut,summer,49,27,2877,1.63,1.3027396
7835,2012,mayurbhanj,groundnut,summer,49,28,2626,1.59,1.2271847
7836,2013,mayurbhanj,groundnut,summer,48,28,2208,1.39,1.3775668
7837,2014,mayurbhanj,groundnut,summer,50,30,995,1.36,1.3856755
7838,2015,mayurbhanj,groundnut,summer,52,31,1191,1.2,1.2982295
7839,2016,mayurbhanj,groundnut,summer,53,31,690,1.49,1.4797611
7840,2017,mayurbhanj,groundnut,summer,54,30,447,1.53,1.4835141
7841,2018,mayurbhanj,groundnut,summer,55,32,333,1.34,1.3593744
7842,2019,mayurbhanj,groundnut,summer,56,31,576,1.88,1.7469169
7843,2020,mayurbhanj,groundnut,summer,58,30,884,2.48,1.928228
7844,2021,mayurbhanj,groundnut,summer,60,29,616,2.18,1.8937389
7845,2022,mayurbhanj,groundnut,summer,61,32,585,2.47,2.1560519
7847,2004,mayurbhanj,groundnut,winter,15,24,262,0.66,0.8320767
7848,2005,mayurbhanj,groundnut,winter,17,21,277,0.7,0.82710975
7849,2006,mayurbhanj,groundnut,winter,18,20,207,0.63,0.7819505
7850,2007,mayurbhanj,groundnut,winter,20,23,311,0.75,0.9022832
7851,2008,mayurbhanj,groundnut,winter,20,22,180,0.59,0.8690519
7852,2009,mayurbhanj,groundnut,winter,21,21,113,0.84,0.88809377
7853,2010,mayurbhanj,groundnut,winter,17,21,199,0.86,0.88809377
7854,2011,mayurbhanj,groundnut,winter,15,20,166,0.47,0.86692256
7855,2012,mayurbhanj,groundnut,winter,16,20,33,0.84,0.8883951
7856,2013,mayurbhanj,groundnut,winter,17,19,33,0.69,0.9701973
7857,2014,mayurbhanj,groundnut,winter,18,18,84,0.94,1.0734413
7858,2015,mayurbhanj,groundnut,winter,20,20,64,0.51,0.9954081
7859,2016,mayurbhanj,groundnut,winter,21,20,71,0.92,1.161067
7860,2017,mayurbhanj,groundnut,winter,23,20,49,0.76,1.0492424
7861,2018,mayurbhanj,groundnut,winter,22,19,18,0.73,0.9870595
7862,2019,mayurbhanj,groundnut,winter,21,23,8,0.96,1.3356174
7863,2020,mayurbhanj,groundnut,winter,18,22,5,1.18,1.3962426
7864,2021,mayurbhanj,groundnut,winter,19,21,3,1.17,1.3326288
7865,2022,mayurbhanj,groundnut,winter,20,21,33,2.41,2.0627103
8107,2004,mayurbhanj,moong(green-gram),summer,52,27,1190,0.31,0.36716887
8108,2005,mayurbhanj,moong(green-gram),summer,53,29,1883,0.2,0.33868736
8109,2006,mayurbhanj,moong(green-gram),summer,51,30,810,0.36,0.3506229
8110,2007,mayurbhanj,moong(green-gram),summer,50,31,2134,0.31,0.3419651
8111,2008,mayurbhanj,moong(green-gram),summer,49,31,725,0.28,0.31724507
8112,2009,mayurbhanj,moong(green-gram),summer,48,29,1294,0.39,0.29875556
8113,2010,mayurbhanj,moong(green-gram),summer,55,28,1742,0.38,0.2984266
8114,2011,mayurbhanj,moong(green-gram),summer,49,27,1521,0.48,0.40071216
8115,2012,mayurbhanj,moong(green-gram),summer,49,28,877,0.45,0.4068051
8116,2013,mayurbhanj,moong(green-gram),summer,48,28,863,0.52,0.41523468
8117,2014,mayurbhanj,moong(green-gram),summer,50,30,718,0.49,0.43771604
8118,2015,mayurbhanj,moong(green-gram),summer,52,31,758,0.5,0.39711905
8119,2016,mayurbhanj,moong(green-gram),summer,53,31,1816,0.66,0.48570037
8120,2017,mayurbhanj,moong(green-gram),summer,54,30,821,0.66,0.509737
8121,2018,mayurbhanj,moong(green-gram),summer,55,32,409,0.65,0.5089111
8122,2019,mayurbhanj,moong(green-gram),summer,56,31,549,0.49,0.51268035
8123,2020,mayurbhanj,moong(green-gram),summer,58,30,487,0.57,0.5091018
8124,2021,mayurbhanj,moong(green-gram),summer,60,29,1098,0.47,0.4575146
8125,2022,mayurbhanj,moong(green-gram),summer,61,32,490,0.44,0.4893328
8127,2004,mayurbhanj,moong(green-gram),winter,15,24,151,0.24,0.23162052
8128,2005,mayurbhanj,moong(green-gram),winter,17,21,357,0.25,0.2878799
8129,2006,mayurbhanj,moong(green-gram),winter,18,20,103,0.31,0.26668674
8130,2007,mayurbhanj,moong(green-gram),winter,20,23,185,0.31,0.26489255
8131,2008,mayurbhanj,moong(green-gram),winter,20,22,213,0.27,0.26170683
8132,2009,mayurbhanj,moong(green-gram),winter,21,21,116,0.37,0.30300397
8133,2010,mayurbhanj,moong(green-gram),winter,17,21,251,0.27,0.27203998
8134,2011,mayurbhanj,moong(green-gram),winter,15,20,110,0.4,0.3084863
8135,2012,mayurbhanj,moong(green-gram),winter,16,20,74,0.49,0.41109255
8136,2013,mayurbhanj,moong(green-gram),winter,17,19,28,0.24,0.33836973
8137,2014,mayurbhanj,moong(green-gram),winter,18,18,98,0.54,0.4324968
8138,2015,mayurbhanj,moong(green-gram),winter,20,20,55,0.31,0.31350264
8139,2016,mayurbhanj,moong(green-gram),winter,21,20,128,0.55,0.44349715
8140,2017,mayurbhanj,moong(green-gram),winter,23,20,136,0.49,0.44365773
8141,2018,mayurbhanj,moong(green-gram),winter,22,19,32,0.4,0.39858487
8142,2019,mayurbhanj,moong(green-gram),winter,21,23,7,0.66,0.57666904
8143,2020,mayurbhanj,moong(green-gram),winter,18,22,5,0.62,0.5899814
8144,2021,mayurbhanj,moong(green-gram),winter,19,21,106,0.39,0.46604124
8145,2022,mayurbhanj,moong(green-gram),winter,20,21,20,0.55,0.50546354
8167,2004,mayurbhanj,rice,autumn,268,30,58000,0.97,0.8695549
8168,2005,mayurbhanj,rice,autumn,269,29,53000,0.92,0.93576694
8169,2006,mayurbhanj,rice,autumn,270,29,47000,1.13,0.9348526
8170,2007,mayurbhanj,rice,autumn,271,29,57000,1.18,0.9554403
8171,2008,mayurbhanj,rice,autumn,272,27,55000,1.16,0.98729736
8172,2009,mayurbhanj,rice,autumn,273,28,46000,0.93,0.88677204
8173,2010,mayurbhanj,rice,autumn,271,29,44000,0.32,0.8881865
8174,2011,mayurbhanj,rice,autumn,270,29,29000,1.34,0.8873216
8175,2012,mayurbhanj,rice,autumn,269,28,25000,1.2,1.2285422
8176,2013,mayurbhanj,rice,autumn,268,27,28000,1.04,1.3996911
8177,2014,mayurbhanj,rice,autumn,265,26,36000,1.56,1.4137036
8178,2015,mayurbhanj,rice,autumn,264,29,37000,0.89,1.0927732
8179,2016,mayurbhanj,rice,autumn,263,30,17380,1.64,1.4542782
8180,2017,mayurbhanj,rice,autumn,262,30,18470,1.67,1.427253
8181,2018,mayurbhanj,rice,autumn,260,29,23940,1.09,1.3747219
8182,2019,mayurbhanj,rice,autumn,260,28,15480,1.59,1.7383715
8183,2020,mayurbhanj,rice,autumn,268,30,10660,2.06,1.8727561
8184,2021,mayurbhanj,rice,autumn,289,28,17785,1.99,1.863934
8185,2022,mayurbhanj,rice,autumn,267,29,15830,2.11,2.100734
8187,2004,mayurbhanj,rice,summer,52,27,6000,1.83,1.6658599
8188,2005,mayurbhanj,rice,summer,53,29,7000,1.86,1.700978
8189,2006,mayurbhanj,rice,summer,51,30,7000,2,1.8366246
8190,2007,mayurbhanj,rice,summer,50,31,9000,1.78,1.8535484
8191,2008,mayurbhanj,rice,summer,49,31,6000,1.67,1.7961601
8192,2009,mayurbhanj,rice,summer,48,29,4000,1.5,1.8858826
8193,2010,mayurbhanj,rice,summer,55,28,3000,2.33,1.7317022
8194,2011,mayurbhanj,rice,summer,49,27,4000,2.25,1.9706844
8195,2012,mayurbhanj,rice,summer,49,28,490000,0.01,0.30317026
8196,2013,mayurbhanj,rice,summer,48,28,4000,2,2.3710268
8197,2014,mayurbhanj,rice,summer,50,30,4000,2,2.4098027
8198,2015,mayurbhanj,rice,summer,52,31,3000,2,2.182498
8199,2016,mayurbhanj,rice,summer,53,31,2840,2.67,2.7388325
8200,2017,mayurbhanj,rice,summer,54,30,4230,2.43,2.6401238
8201,2018,mayurbhanj,rice,summer,55,32,4450,2.47,2.4801455
8202,2019,mayurbhanj,rice,summer,56,31,9250,2.84,2.793329
8203,2020,mayurbhanj,rice,summer,58,30,4990,2.72,2.839966
8204,2021,mayurbhanj,rice,summer,60,29,4339,2.67,2.0370023
8205,2022,mayurbhanj,rice,summer,61,32,3220,2.81,2.1356146
8207,2004,mayurbhanj,rice,winter,15,24,262000,1.61,1.5372181
8208,2005,mayurbhanj,rice,winter,17,21,256000,1.57,1.4391837
8209,2006,mayurbhanj,rice,winter,18,20,263000,1.62,1.5964308
8210,2007,mayurbhanj,rice,winter,20,23,279000,1.73,1.693615
8211,2008,mayurbhanj,rice,winter,20,22,284000,1.62,1.4968338
