Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,Yield_t_ha
2011,mayurbhanj,potato,winter,15,20,56,11.72
2012,mayurbhanj,potato,winter,16,20,35,11.86
2013,mayurbhanj,potato,winter,17,19,61,10.27
2014,mayurbhanj,potato,winter,18,18,73,12
2015,mayurbhanj,potato,winter,20,20,48,8.34
2016,mayurbhanj,potato,winter,21,20,303,11.31
2017,mayurbhanj,potato,winter,23,20,174,9.19
2018,mayurbhanj,potato,winter,22,19,23,11.5
2019,mayurbhanj,potato,winter,21,23,42,9.12
2020,mayurbhanj,potato,winter,18,22,82,11.56
2021,mayurbhanj,potato,winter,19,21,481,11.55
2022,mayurbhanj,potato,winter,20,21,266,9.27
,,,,,,,
2004,mayurbhanj,sesamum,autumn,268,30,186,0.18
2005,mayurbhanj,sesamum,autumn,269,29,78,0.17
2006,mayurbhanj,sesamum,autumn,270,29,81,0.15
2007,mayurbhanj,sesamum,autumn,271,29,80,0.15
2008,mayurbhanj,sesamum,autumn,272,27,56,0.15
2009,mayurbhanj,sesamum,autumn,273,28,56,0.19
2010,mayurbhanj,sesamum,autumn,271,29,81,0.18
2011,mayurbhanj,sesamum,autumn,270,29,30,0.17
2012,mayurbhanj,sesamum,autumn,269,28,45,0.25
2013,mayurbhanj,sesamum,autumn,268,27,117,0.3
2014,mayurbhanj,sesamum,autumn,265,26,118,0.37
2015,mayurbhanj,sesamum,autumn,264,29,77,0.36
2016,mayurbhanj,sesamum,autumn,263,30,2,0.2
2017,mayurbhanj,sesamum,autumn,262,30,11,0.28
2018,mayurbhanj,sesamum,autumn,260,29,46,0.35
2019,mayurbhanj,sesamum,autumn,260,28,18,0.24
2020,mayurbhanj,sesamum,autumn,268,30,32,0.44
2021,mayurbhanj,sesamum,autumn,289,28,70,0.41
2022,mayurbhanj,sesamum,autumn,267,29,5,0.22
,,,,,,,
2004,mayurbhanj,sesamum,summer,52,27,191,0.26
2005,mayurbhanj,sesamum,summer,53,29,498,0.26
2006,mayurbhanj,sesamum,summer,51,30,445,0.31
2007,mayurbhanj,sesamum,summer,50,31,1012,0.21
2008,mayurbhanj,sesamum,summer,49,31,699,0.26
2009,mayurbhanj,sesamum,summer,48,29,483,0.45
2010,mayurbhanj,sesamum,summer,55,28,338,0.36
2011,mayurbhanj,sesamum,summer,49,27,312,0.45
2012,mayurbhanj,sesamum,summer,49,28,81,0.52
2013,mayurbhanj,sesamum,summer,48,28,175,0.58
2014,mayurbhanj,sesamum,summer,50,30,178,0.46
2015,mayurbhanj,sesamum,summer,52,31,278,0.53
2016,mayurbhanj,sesamum,summer,53,31,57,0.54
2017,mayurbhanj,sesamum,summer,54,30,37,0.48
2018,mayurbhanj,sesamum,summer,55,32,20,0.52
2019,mayurbhanj,sesamum,summer,56,31,62,0.36
2020,mayurbhanj,sesamum,summer,58,30,30,0.49
2021,mayurbhanj,sesamum,summer,60,29,199,0.4
2022,mayurbhanj,sesamum,summer,61,32,41,0.36
,,,,,,,
2004,mayurbhanj,sesamum,winter,15,24,27,0.09
2005,mayurbhanj,sesamum,winter,17,21,57,0.13
2006,mayurbhanj,sesamum,winter,18,20,6,0.08
2007,mayurbhanj,sesamum,winter,20,23,12,0.18
2008,mayurbhanj,sesamum,winter,20,22,27,0.18
2009,mayurbhanj,sesamum,winter,21,21,33,0.17
2010,mayurbhanj,sesamum,winter,17,21,30,0.18
2011,mayurbhanj,sesamum,winter,15,20,10,0.29
2012,mayurbhanj,sesamum,winter,16,20,11,0.39
2013,mayurbhanj,sesamum,winter,17,19,33,0.33
2014,mayurbhanj,sesamum,winter,18,18,5,0.62
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2020,mayurbhanj,sesamum,winter,18,22,1,0.2
2021,mayurbhanj,sesamum,winter,19,21,5,0.36
2022,mayurbhanj,sesamum,winter,20,21,,
,,,,,,,
2004,mayurbhanj,urad,autumn,268,30,2133,0.26
2005,mayurbhanj,urad,autumn,269,29,1885,0.23
2006,mayurbhanj,urad,autumn,270,29,1218,0.22
2007,mayurbhanj,urad,autumn,271,29,1202,0.24
2008,mayurbhanj,urad,autumn,272,27,1281,0.3
2009,mayurbhanj,urad,autumn,273,28,1375,0.27
2010,mayurbhanj,urad,autumn,271,29,1381,0.21
2011,mayurbhanj,urad,autumn,270,29,1093,0.2
2012,mayurbhanj,urad,autumn,269,28,832,0.3
2013,mayurbhanj,urad,autumn,268,27,697,0.25
2014,mayurbhanj,urad,autumn,265,26,640,0.28
2015,mayurbhanj,urad,autumn,264,29,552,0.28
2016,mayurbhanj,urad,autumn,263,30,747,0.44
2017,mayurbhanj,urad,autumn,262,30,450,0.29
2018,mayurbhanj,urad,autumn,260,29,304,0.32
2019,mayurbhanj,urad,autumn,260,28,237,0.31
2020,mayurbhanj,urad,autumn,268,30,120,0.51
2021,mayurbhanj,urad,autumn,289,28,160,0.44
2022,mayurbhanj,urad,autumn,267,29,105,0.41
,,,,,,,
2004,mayurbhanj,urad,summer,52,27,,
2005,mayurbhanj,urad,summer,53,29,3,0.17
2006,mayurbhanj,urad,summer,51,30,28,0.39
2007,mayurbhanj,urad,summer,50,31,86,0.3
2008,mayurbhanj,urad,summer,49,31,23,0.43
2009,mayurbhanj,urad,summer,48,29,39,0.34
2010,mayurbhanj,urad,summer,55,28,17,0.41
2011,mayurbhanj,urad,summer,49,27,15,0.38
2012,mayurbhanj,urad,summer,49,28,12,0.33
2013,mayurbhanj,urad,summer,48,28,54,0.44
2014,mayurbhanj,urad,summer,50,30,16,0.46
2015,mayurbhanj,urad,summer,52,31,123,0.5
2016,mayurbhanj,urad,summer,53,31,104,0.63
2017,mayurbhanj,urad,summer,54,30,36,0.58
2018,mayurbhanj,urad,summer,55,32,45,0.55
2019,mayurbhanj,urad,summer,56,31,29,0.48
2020,mayurbhanj,urad,summer,58,30,41,0.52
2021,mayurbhanj,urad,summer,60,29,26,0.46
2022,mayurbhanj,urad,summer,61,32,26,0.44
,,,,,,,
2004,mayurbhanj,urad,winter,15,24,479,0.24
2005,mayurbhanj,urad,winter,17,21,507,0.26
2006,mayurbhanj,urad,winter,18,20,332,0.32
2007,mayurbhanj,urad,winter,20,23,667,0.37
2008,mayurbhanj,urad,winter,20,22,615,0.29
2009,mayurbhanj,urad,winter,21,21,398,0.37
2010,mayurbhanj,urad,winter,17,21,377,0.3
2011,mayurbhanj,urad,winter,15,20,224,0.42
2012,mayurbhanj,urad,winter,16,20,155,0.58
2013,mayurbhanj,urad,winter,17,19,19,0.25
2014,mayurbhanj,urad,winter,18,18,36,0.62
2015,mayurbhanj,urad,winter,20,20,54,0.39
2016,mayurbhanj,urad,winter,21,20,123,0.54
2017,mayurbhanj,urad,winter,23,20,71,0.71
2018,mayurbhanj,urad,winter,22,19,11,0.32
2019,mayurbhanj,urad,winter,21,23,9,0.52
2020,mayurbhanj,urad,winter,18,22,10,0.55
2021,mayurbhanj,urad,winter,19,21,33,0.42
2022,mayurbhanj,urad,winter,20,21,18,0.37
,,,,,,,
2004,mayurbhanj,wheat,summer,52,27,549,1.21
2005,mayurbhanj,wheat,summer,53,29,394,1.31
2006,mayurbhanj,wheat,summer,51,30,479,1.38
2007,mayurbhanj,wheat,summer,50,31,668,1.5
2008,mayurbhanj,wheat,summer,49,31,656,1.13
2009,mayurbhanj,wheat,summer,48,29,699,1.52
2010,mayurbhanj,wheat,summer,55,28,644,1.28
2011,mayurbhanj,wheat,summer,49,27,311,1.44
2012,mayurbhanj,wheat,summer,49,28,121,1.49
2013,mayurbhanj,wheat,summer,48,28,129,1.41
2014,mayurbhanj,wheat,summer,50,30,91,1.51
2015,mayurbhanj,wheat,summer,52,31,58,1.44
2016,mayurbhanj,wheat,summer,53,31,4,1.1
2017,mayurbhanj,wheat,summer,54,30,12,1.67
2018,mayurbhanj,wheat,summer,55,32,56,1.56
2019,mayurbhanj,wheat,summer,56,31,33,1.44
2020,mayurbhanj,wheat,summer,58,30,72,1.21
2021,mayurbhanj,wheat,summer,60,29,28,1.39
2022,mayurbhanj,wheat,summer,61,32,24,1.53
,,,,,,,
2004,mayurbhanj,moong(green-gram),summer,52,27,1190,0.31
2005,mayurbhanj,moong(green-gram),summer,53,29,1883,0.2
2006,mayurbhanj,moong(green-gram),summer,51,30,810,0.36
2007,mayurbhanj,moong(green-gram),summer,50,31,2134,0.31
2008,mayurbhanj,moong(green-gram),summer,49,31,725,0.28
2009,mayurbhanj,moong(green-gram),summer,48,29,1294,0.39
2010,mayurbhanj,moong(green-gram),summer,55,28,1742,0.38
2011,mayurbhanj,moong(green-gram),summer,49,27,1521,0.48
2012,mayurbhanj,moong(green-gram),summer,49,28,877,0.45
2013,mayurbhanj,moong(green-gram),summer,48,28,863,0.52
2014,mayurbhanj,moong(green-gram),summer,50,30,718,0.49
2015,mayurbhanj,moong(green-gram),summer,52,31,758,0.5
2016,mayurbhanj,moong(green-gram),summer,53,31,1816,0.66
2017,mayurbhanj,moong(green-gram),summer,54,30,821,0.66
2018,mayurbhanj,moong(green-gram),summer,55,32,409,0.65
2019,mayurbhanj,moong(green-gram),summer,56,31,549,0.49
2020,mayurbhanj,moong(green-gram),summer,58,30,487,0.57
2021,mayurbhanj,moong(green-gram),summer,60,29,1098,0.47
2022,mayurbhanj,moong(green-gram),summer,61,32,490,0.44
,,,,,,,
2004,mayurbhanj,moong(green-gram),winter,15,24,151,0.24
2005,mayurbhanj,moong(green-gram),winter,17,21,357,0.25
2006,mayurbhanj,moong(green-gram),winter,18,20,103,0.31
2007,mayurbhanj,moong(green-gram),winter,20,23,185,0.31
2008,mayurbhanj,moong(green-gram),winter,20,22,213,0.27
2009,mayurbhanj,moong(green-gram),winter,21,21,116,0.37
2010,mayurbhanj,moong(green-gram),winter,17,21,251,0.27
2011,mayurbhanj,moong(green-gram),winter,15,20,110,0.4
2012,mayurbhanj,moong(green-gram),winter,16,20,74,0.49
2013,mayurbhanj,moong(green-gram),winter,17,19,28,0.24
2014,mayurbhanj,moong(green-gram),winter,18,18,98,0.54
2015,mayurbhanj,moong(green-gram),winter,20,20,55,0.31
2016,mayurbhanj,moong(green-gram),winter,21,20,128,0.55
2017,mayurbhanj,moong(green-gram),winter,23,20,136,0.49
2018,mayurbhanj,moong(green-gram),winter,22,19,32,0.4
2019,mayurbhanj,moong(green-gram),winter,21,23,7,0.66
2020,mayurbhanj,moong(green-gram),winter,18,22,5,0.62
2021,mayurbhanj,moong(green-gram),winter,19,21,106,0.39
2022,mayurbhanj,moong(green-gram),winter,20,21,20,0.55
,,,,,,,
2004,mayurbhanj,rapeseed & mustard,winter,15,24,563,0.21
2005,mayurbhanj,rapeseed & mustard,winter,17,21,503,0.21
2006,mayurbhanj,rapeseed & mustard,winter,18,20,545,0.24
2007,mayurbhanj,rapeseed & mustard,winter,20,23,430,0.26
2008,mayurbhanj,rapeseed & mustard,winter,20,22,344,0.23
2009,mayurbhanj,rapeseed & mustard,winter,21,21,462,0.27
2010,mayurbhanj,rapeseed & mustard,winter,17,21,475,0.23
2011,mayurbhanj,rapeseed & mustard,winter,15,20,314,0.29
2012,mayurbhanj,rapeseed & mustard,winter,16,20,340,0.32
2013,mayurbhanj,rapeseed & mustard,winter,17,19,514,0.3
2014,mayurbhanj,rapeseed & mustard,winter,18,18,301,0.27
2015,mayurbhanj,rapeseed & mustard,winter,20,20,230,0.29
2016,mayurbhanj,rapeseed & mustard,winter,21,20,786,0.41
2017,mayurbhanj,rapeseed & mustard,winter,23,20,343,0.52
2018,mayurbhanj,rapeseed & mustard,winter,22,19,120,0.46
2019,mayurbhanj,rapeseed & mustard,winter,21,23,244,0.39
2020,mayurbhanj,rapeseed & mustard,winter,18,22,115,0.39
2021,mayurbhanj,rapeseed & mustard,winter,19,21,851,0.38
2022,mayurbhanj,rapeseed & mustard,winter,20,21,411,0.37
,,,,,,,
2004,mayurbhanj,rice,autumn,268,30,58000,0.97
2005,mayurbhanj,rice,autumn,269,29,53000,0.92
2006,mayurbhanj,rice,autumn,270,29,47000,1.13
2007,mayurbhanj,rice,autumn,271,29,57000,1.18
2008,mayurbhanj,rice,autumn,272,27,55000,1.16
2009,mayurbhanj,rice,autumn,273,28,46000,0.93
2010,mayurbhanj,rice,autumn,271,29,44000,0.32
2011,mayurbhanj,rice,autumn,270,29,29000,1.34
2012,mayurbhanj,rice,autumn,269,28,25000,1.2
2013,mayurbhanj,rice,autumn,268,27,28000,1.04
2014,mayurbhanj,rice,autumn,265,26,36000,1.56
2015,mayurbhanj,rice,autumn,264,29,37000,0.89
2016,mayurbhanj,rice,autumn,263,30,17380,1.64
2017,mayurbhanj,rice,autumn,262,30,18470,1.67
2018,mayurbhanj,rice,autumn,260,29,23940,1.09
2019,mayurbhanj,rice,autumn,260,28,15480,1.59
2020,mayurbhanj,rice,autumn,268,30,10660,2.06
2021,mayurbhanj,rice,autumn,289,28,17785,1.99
2022,mayurbhanj,rice,autumn,267,29,15830,2.11
,,,,,,,
2004,mayurbhanj,rice,summer,52,27,6000,1.83
2005,mayurbhanj,rice,summer,53,29,7000,1.86
2006,mayurbhanj,rice,summer,51,30,7000,2
2007,mayurbhanj,rice,summer,50,31,9000,1.78
2008,mayurbhanj,rice,summer,49,31,6000,1.67
2009,mayurbhanj,rice,summer,48,29,4000,1.5
2010,mayurbhanj,rice,summer,55,28,3000,2.33
2011,mayurbhanj,rice,summer,49,27,4000,2.25
2012,mayurbhanj,rice,summer,49,28,490000,0.01
2013,mayurbhanj,rice,summer,48,28,4000,2
2014,mayurbhanj,rice,summer,50,30,4000,2
2015,mayurbhanj,rice,summer,52,31,3000,2
2016,mayurbhanj,rice,summer,53,31,2840,2.67
2017,mayurbhanj,rice,summer,54,30,4230,2.43
2018,mayurbhanj,rice,summer,55,32,4450,2.47
2019,mayurbhanj,rice,summer,56,31,9250,2.84
2020,mayurbhanj,rice,summer,58,30,4990,2.72
2021,mayurbhanj,rice,summer,60,29,4339,2.67
2022,mayurbhanj,rice,summer,61,32,3220,2.81
,,,,,,,
2004,mayurbhanj,rice,winter,15,24,262000,1.61
2005,mayurbhanj,rice,winter,17,21,256000,1.57
2006,mayurbhanj,rice,winter,18,20,263000,1.62
2007,mayurbhanj,rice,winter,20,23,279000,1.73
2008,mayurbhanj,rice,winter,20,22,284000,1.62
2009,mayurbhanj,rice,winter,21,21,279000,1.44
2010,mayurbhanj,rice,winter,17,21,237000,1.01
2011,mayurbhanj,rice,winter,15,20,266000,1.91
2012,mayurbhanj,rice,winter,16,20,260000,1.77
2013,mayurbhanj,rice,winter,17,19,273000,1.42
2014,mayurbhanj,rice,winter,18,18,276000,2.26
2015,mayurbhanj,rice,winter,20,20,278000,0.99
2016,mayurbhanj,rice,winter,21,20,286450,2.4
2017,mayurbhanj,rice,winter,23,20,301390,2.04
2018,mayurbhanj,rice,winter,22,19,308310,2.09
2019,mayurbhanj,rice,winter,21,23,297110,2.23
2020,mayurbhanj,rice,winter,18,22,311690,2.76
2021,mayurbhanj,rice,winter,19,21,298545,2.65
2022,mayurbhanj,rice,winter,20,21,300180,2.77
,,,,,,,
2004,nabarangpur,groundnut,autumn,278,28,311,1.03
2005,nabarangpur,groundnut,autumn,279,26,546,0.52
2006,nabarangpur,groundnut,autumn,280,26,226,0.73
2007,nabarangpur,groundnut,autumn,282,25,535,1.13
2008,nabarangpur,groundnut,autumn,281,25,240,0.64
2009,nabarangpur,groundnut,autumn,285,26,350,0.69
2010,nabarangpur,groundnut,autumn,286,25,274,0.61
2011,nabarangpur,groundnut,autumn,298,28,390,0.28
2012,nabarangpur,groundnut,autumn,295,27,409,0.55
2013,nabarangpur,groundnut,autumn,275,26,181,0.64
2014,nabarangpur,groundnut,autumn,285,25,684,0.8
2015,nabarangpur,groundnut,autumn,280,24,290,0.44
2016,nabarangpur,groundnut,autumn,285,26,405,0.54
2017,nabarangpur,groundnut,autumn,284,25,18,0.62
2018,nabarangpur,groundnut,autumn,286,26,142,0.4
2019,nabarangpur,groundnut,autumn,290,24,207,0.87
2020,nabarangpur,groundnut,autumn,289,25,201,0.86
2021,nabarangpur,groundnut,autumn,300,26,514,0.85
2022,nabarangpur,groundnut,autumn,259,25,355,0.9
,,,,,,,
2004,nabarangpur,groundnut,summer,33,27,375,0.26
2005,nabarangpur,groundnut,summer,32,29,48,1.37
,,,,,,,
2007,nabarangpur,groundnut,summer,29,30,56,0.69
2008,nabarangpur,groundnut,summer,28,28,124,0.68
2009,nabarangpur,groundnut,summer,33,29,8,0.46
2010,nabarangpur,groundnut,summer,35,30,10,0.43
2011,nabarangpur,groundnut,summer,36,31,8,1.24
2012,nabarangpur,groundnut,summer,40,30,1,0.5
2013,nabarangpur,groundnut,summer,35,30,32,0.58
2014,nabarangpur,groundnut,summer,38,31,19,0.99
2015,nabarangpur,groundnut,summer,34,30,35,0.61
2016,nabarangpur,groundnut,summer,33,28,66,0.7
2017,nabarangpur,groundnut,summer,32,29,12,1.02
,,,,,,,
2019,nabarangpur,groundnut,summer,29,31,37,1.19
2020,nabarangpur,groundnut,summer,28,32,6,1.03
2021,nabarangpur,groundnut,summer,30,31,83,0.91
2022,nabarangpur,groundnut,summer,32,30,38,0.92
,,,,,,,
2004,nabarangpur,horsegram,winter,10,22,4847,0.35
2005,nabarangpur,horsegram,winter,11,20,5626,0.37
2006,nabarangpur,horsegram,winter,12,20,5022,0.38
2007,nabarangpur,horsegram,winter,12,23,4931,0.45
2008,nabarangpur,horsegram,winter,12,21,3162,0.29
2009,nabarangpur,horsegram,winter,8,21,3487,0.37
2010,nabarangpur,horsegram,winter,9,23,3143,0.36
2011,nabarangpur,horsegram,winter,10,19,1379,0.18
2012,nabarangpur,horsegram,winter,8,18,1686,0.44
2013,nabarangpur,horsegram,winter,9,20,1644,0.55
2014,nabarangpur,horsegram,winter,14,20,1734,0.42
2015,nabarangpur,horsegram,winter,15,21,3789,0.38
2016,nabarangpur,horsegram,winter,8,22,7190,0.57
2017,nabarangpur,horsegram,winter,9,23,2840,0.54
2018,nabarangpur,horsegram,winter,12,20,2808,0.5
2019,nabarangpur,horsegram,winter,10,18,2541,0.52
2020,nabarangpur,horsegram,winter,10,19,2551,0.57
2021,nabarangpur,horsegram,winter,10.5,20,2931,0.63
2022,nabarangpur,horsegram,winter,12,20.5,3427,0.65
,,,,,,,
2004,nabarangpur,maize,autumn,278,28,23495,2.37
2005,nabarangpur,maize,autumn,279,26,26157,2.06
2006,nabarangpur,maize,autumn,280,26,23181,2.17
2007,nabarangpur,maize,autumn,282,25,34559,2.51
2008,nabarangpur,maize,autumn,281,25,38851,2.54
2009,nabarangpur,maize,autumn,285,26,50484,2.76
2010,nabarangpur,maize,autumn,286,25,73950,3.14
2011,nabarangpur,maize,autumn,298,28,63634,2.34
2012,nabarangpur,maize,autumn,295,27,53923,2.98
2013,nabarangpur,maize,autumn,275,26,56139,3.61
2014,nabarangpur,maize,autumn,285,25,51473,2.56
2015,nabarangpur,maize,autumn,280,24,21666,2.17
2016,nabarangpur,maize,autumn,285,26,37000,3.62
2017,nabarangpur,maize,autumn,284,25,18805,3.18
2018,nabarangpur,maize,autumn,286,26,29440,2.97
2019,nabarangpur,maize,autumn,290,24,32439,3.6
2020,nabarangpur,maize,autumn,289,25,43915,3.37
2021,nabarangpur,maize,autumn,300,26,49022,3.25
2022,nabarangpur,maize,autumn,259,25,46343,3.49
,,,,,,,
2004,nabarangpur,maize,summer,33,27,1691,2.22
2005,nabarangpur,maize,summer,32,29,1247,2.43
2006,nabarangpur,maize,summer,31,28,1553,2.56
2007,nabarangpur,maize,summer,29,30,2289,2.48
2008,nabarangpur,maize,summer,28,28,1785,2.98
2009,nabarangpur,maize,summer,33,29,1658,2.51
2010,nabarangpur,maize,summer,35,30,3364,3.13
2011,nabarangpur,maize,summer,36,31,3125,2.67
2012,nabarangpur,maize,summer,40,30,3042,2.92
2013,nabarangpur,maize,summer,35,30,2614,3.23
2014,nabarangpur,maize,summer,38,31,1374,2.91
2015,nabarangpur,maize,summer,34,30,1842,2.82
2016,nabarangpur,maize,summer,33,28,2261,3.05
2017,nabarangpur,maize,summer,32,29,1682,2.83
2018,nabarangpur,maize,summer,31,30,1754,2.74
2019,nabarangpur,maize,summer,29,31,2606,3.97
2020,nabarangpur,maize,summer,28,32,1800,2.81
2021,nabarangpur,maize,summer,30,31,2137,2.98
2022,nabarangpur,maize,summer,32,30,1616,2.74
,,,,,,,
2004,nabarangpur,potato,winter,10,22,288,10.66
2005,nabarangpur,potato,winter,11,20,130,5.86
2006,nabarangpur,potato,winter,12,20,235,8.65
2007,nabarangpur,potato,winter,12,23,173,8.62
2008,nabarangpur,potato,winter,12,21,157,9.93
2009,nabarangpur,potato,winter,8,21,85,9.99
2010,nabarangpur,potato,winter,9,23,104,13.6
2011,nabarangpur,potato,winter,10,19,12,13.71
2012,nabarangpur,potato,winter,8,18,46,7.75
2013,nabarangpur,potato,winter,9,20,44,13.49
2014,nabarangpur,potato,winter,14,20,182,14.65
2015,nabarangpur,potato,winter,15,21,59,11.03
2016,nabarangpur,potato,winter,8,22,333,14.41
2017,nabarangpur,potato,winter,9,23,142,15.06
2018,nabarangpur,potato,winter,12,20,73,12.82
2019,nabarangpur,potato,winter,10,18,117,12.79
2020,nabarangpur,potato,winter,10,19,123,13.17
2021,nabarangpur,potato,winter,10.5,20,244,9.16
2022,nabarangpur,potato,winter,12,20.5,164,9.77
,,,,,,,
2004,nabarangpur,ragi,autumn,278,28,4504,0.45
2005,nabarangpur,ragi,autumn,279,26,4767,0.42
2006,nabarangpur,ragi,autumn,280,26,4914,0.44
2007,nabarangpur,ragi,autumn,282,25,4892,0.48
2008,nabarangpur,ragi,autumn,281,25,3477,0.42
2009,nabarangpur,ragi,autumn,285,26,3348,0.42
2010,nabarangpur,ragi,autumn,286,25,3514,0.46
2011,nabarangpur,ragi,autumn,298,28,1889,0.33
2012,nabarangpur,ragi,autumn,295,27,1431,0.47
2013,nabarangpur,ragi,autumn,275,26,1095,0.51
2014,nabarangpur,ragi,autumn,285,25,1065,0.39
2015,nabarangpur,ragi,autumn,280,24,1570,0.33
2016,nabarangpur,ragi,autumn,285,26,1688,0.4
2017,nabarangpur,ragi,autumn,284,25,342,0.36
2018,nabarangpur,ragi,autumn,286,26,616,0.37
2019,nabarangpur,ragi,autumn,290,24,310,0.4
2020,nabarangpur,ragi,autumn,289,25,1382,0.23
2021,nabarangpur,ragi,autumn,300,26,2006,0.31
2022,nabarangpur,ragi,autumn,259,25,2363,0.39
,,,,,,,
2004,nabarangpur,ragi,summer,33,27,2,0.45
2005,nabarangpur,ragi,summer,32,29,4,0.8
2006,nabarangpur,ragi,summer,31,28,1,0.5
2007,nabarangpur,ragi,summer,29,30,4,0.55
2008,nabarangpur,ragi,summer,28,28,4,0.38
2009,nabarangpur,ragi,summer,33,29,5,0.28
2010,nabarangpur,ragi,summer,35,30,21,0.7
2011,nabarangpur,ragi,summer,36,31,7,0.43
2012,nabarangpur,ragi,summer,40,30,33,0.66
2013,nabarangpur,ragi,summer,35,30,16,0.46
2014,nabarangpur,ragi,summer,38,31,7,0.41
2015,nabarangpur,ragi,summer,34,30,36,0.48
2016,nabarangpur,ragi,summer,33,28,5,0.38
2017,nabarangpur,ragi,summer,32,29,13,0.33
2018,nabarangpur,ragi,summer,31,30,57,0.27
2019,nabarangpur,ragi,summer,29,31,24,0.32
2020,nabarangpur,ragi,summer,28,32,85,0.01
2021,nabarangpur,ragi,summer,30,31,151,0.22
2022,nabarangpur,ragi,summer,32,30,96,0.28
,,,,,,,
2004,nabarangpur,ragi,winter,10,22,1948,0.35
2005,nabarangpur,ragi,winter,11,20,1912,0.35
2006,nabarangpur,ragi,winter,12,20,2169,0.39
2007,nabarangpur,ragi,winter,12,23,1344,0.44
2008,nabarangpur,ragi,winter,12,21,925,0.43
2009,nabarangpur,ragi,winter,8,21,1187,0.36
2010,nabarangpur,ragi,winter,9,23,572,0.34
2011,nabarangpur,ragi,winter,10,19,494,0.25
2012,nabarangpur,ragi,winter,8,18,237,0.29
,,,,,,,
,,,,,,,
2015,nabarangpur,ragi,winter,15,21,1014,0.32
2016,nabarangpur,ragi,winter,8,22,355,0.27
2017,nabarangpur,ragi,winter,9,23,,
2018,nabarangpur,ragi,winter,12,20,1310,0.33
2019,nabarangpur,ragi,winter,10,18,978,0.29
2020,nabarangpur,ragi,winter,10,19,545,0.27
2021,nabarangpur,ragi,winter,10.5,20,1019,0.27
2022,nabarangpur,ragi,winter,12,20.5,1034,0.34
,,,,,,,
2004,nabarangpur,sugarcane,winter,10,22,1883,41.83
2005,nabarangpur,sugarcane,winter,11,20,1156,43.51
2006,nabarangpur,sugarcane,winter,12,20,2458,41.63
2007,nabarangpur,sugarcane,winter,12,23,4371,23.45
2008,nabarangpur,sugarcane,winter,12,21,515,35.45
2009,nabarangpur,sugarcane,winter,8,21,883,46.05
2010,nabarangpur,sugarcane,winter,9,23,582,50.68
2011,nabarangpur,sugarcane,winter,10,19,2436,41
2012,nabarangpur,sugarcane,winter,8,18,3361,51.14
2013,nabarangpur,sugarcane,winter,9,20,1061,47.05
2014,nabarangpur,sugarcane,winter,14,20,1304,51.3
2015,nabarangpur,sugarcane,winter,15,21,614,66.09
2016,nabarangpur,sugarcane,winter,8,22,1430,55.79
2017,nabarangpur,sugarcane,winter,9,23,250,37.49
2018,nabarangpur,sugarcane,winter,12,20,1598,43.86
2019,nabarangpur,sugarcane,winter,10,18,2022,42.74
2020,nabarangpur,sugarcane,winter,10,19,1722,41.65
2021,nabarangpur,sugarcane,winter,10.5,20,1797,46.92
2022,nabarangpur,sugarcane,winter,12,20.5,2552,46.99
,,,,,,,
2004,urad,sugarcane,winter,10,22,7958,0.34
2005,urad,sugarcane,winter,11,20,8999,0.38
2006,urad,sugarcane,winter,12,20,7469,0.43
2007,urad,sugarcane,winter,12,23,7984,0.5
2008,urad,sugarcane,winter,12,21,6712,0.33
2009,urad,sugarcane,winter,8,21,7753,0.46
2010,urad,sugarcane,winter,9,23,8164,0.49
2011,urad,sugarcane,winter,10,19,3329,0.21
2012,urad,sugarcane,winter,8,18,3402,0.47
2013,urad,sugarcane,winter,9,20,2610,0.47
2014,urad,sugarcane,winter,14,20,3043,0.47
2015,urad,sugarcane,winter,15,21,7037,0.39
2016,urad,sugarcane,winter,8,22,11775,0.68
2017,urad,sugarcane,winter,9,23,4261,0.53
2018,urad,sugarcane,winter,12,20,5368,0.49
2019,urad,sugarcane,winter,10,18,3262,0.56
2020,urad,sugarcane,winter,10,19,3617,0.69
2021,urad,sugarcane,winter,10.5,20,3681,0.71
2022,urad,sugarcane,winter,12,20.5,4163,0.75
,,,,,,,
2004,nabarangpur,moong(green-gram),summer,33,27,645,0.37
2005,nabarangpur,moong(green-gram),summer,32,29,608,0.32
2006,nabarangpur,moong(green-gram),summer,31,28,154,0.31
2007,nabarangpur,moong(green-gram),summer,29,30,223,0.32
2008,nabarangpur,moong(green-gram),summer,28,28,1065,0.42
2009,nabarangpur,moong(green-gram),summer,33,29,490,0.46
2010,nabarangpur,moong(green-gram),summer,35,30,420,0.17
2011,nabarangpur,moong(green-gram),summer,36,31,169,0.18
2012,nabarangpur,moong(green-gram),summer,40,30,128,0.36
2013,nabarangpur,moong(green-gram),summer,35,30,730,0.36
2014,nabarangpur,moong(green-gram),summer,38,31,335,0.43
2015,nabarangpur,moong(green-gram),summer,34,30,210,0.5
2016,nabarangpur,moong(green-gram),summer,33,28,522,0.58
2017,nabarangpur,moong(green-gram),summer,32,29,69,0.36
2018,nabarangpur,moong(green-gram),summer,31,30,113,0.63
2019,nabarangpur,moong(green-gram),summer,29,31,241,0.75
2020,nabarangpur,moong(green-gram),summer,28,32,90,0.74
